"conflictid_new"|"conflict_type"|"year"|"conflict_country"|"ai_prev"|"hrw_prev"|"state_prev"|"actor_type"|"actor"|"theta"|"theta_sd"|"theta_upper"|"theta_low"
205|"intra"|1990|"Iran, Islamic Rep."|0|0|0|1|"Government"|0.335157715816229|0.131617281335991|0.57801197837033|0.0639067128289941
205|"intra"|1993|"Iran, Islamic Rep."|0|0|0|1|"Government"|0.485403883323093|0.125604996642043|0.72435368124993|0.222609012303495
205|"intra"|1996|"Iran, Islamic Rep."|0|0|0|1|"Government"|0.548247952507599|0.135215284716121|0.804648473044023|0.26815068213923
205|"intra"|1990|"Iran, Islamic Rep."|0|0|0|3|"Rebels"|0.684640185175814|0.138339155621156|0.939265796569545|0.398574902982803
205|"intra"|1993|"Iran, Islamic Rep."|0|0|0|3|"Rebels"|0.538929281357924|0.152633082198453|0.828781884102325|0.222409211046114
205|"intra"|1996|"Iran, Islamic Rep."|0|0|0|3|"Rebels"|0.442122949403069|0.171243968144841|0.755108111404825|0.0881034086721275
209|"intra"|1989|"Philippines"|1|0|0|1|"Government"|0.743205795414905|0.171787632174696|1.07943961693951|0.394012164206206
209|"intra"|1990|"Philippines"|1|0|0|1|"Government"|0.680531754412494|0.180326387909197|1.0339870195367|0.310492593980408
209|"intra"|1991|"Philippines"|0|0|0|1|"Government"|0.697922209645336|0.188243371865074|1.06171003722571|0.308715656611173
209|"intra"|1992|"Philippines"|0|0|0|1|"Government"|0.808970592240665|0.193488828463021|1.17612922291232|0.416918449608738
209|"intra"|1993|"Philippines"|0|0|0|1|"Government"|0.681045571167191|0.205653361142174|1.08331190603267|0.258383974051545
209|"intra"|1994|"Philippines"|0|NA|0|1|"Government"|0.573351246310103|0.229877999990176|1.00968249252582|0.108457281790295
209|"intra"|1995|"Philippines"|0|NA|0|1|"Government"|0.563008958323777|0.267156963429437|1.06721716296611|0.0104750379201539
209|"intra"|1997|"Philippines"|0|NA|0|1|"Government"|0.54185808311494|0.26668253654981|1.02965794697321|-0.00238762169673467
209|"intra"|1999|"Philippines"|0|NA|0|1|"Government"|0.527077336895017|0.26923510907423|1.02608129916058|-0.0134106379708237
209|"intra"|2000|"Philippines"|0|NA|0|1|"Government"|0.427144759120322|0.280025440019185|0.960028760720952|-0.142403630320746
209|"intra"|2001|"Philippines"|0|NA|0|1|"Government"|0.514168876430252|0.309408080509926|1.08669594652717|-0.125300902097435
209|"intra"|2002|"Philippines"|0|NA|0|1|"Government"|0.601150174140075|0.310507602796538|1.18157324584613|-0.0398067992797079
209|"intra"|2003|"Philippines"|0|NA|0|1|"Government"|0.383002034738959|0.333418156368684|1.00277896017411|-0.326324349813259
209|"intra"|2004|"Philippines"|0|NA|0|1|"Government"|0.206213661817516|0.378053959624344|0.890147417336971|-0.57412340632772
209|"intra"|2005|"Philippines"|1|NA|0|1|"Government"|0.831864948135217|0.309399880344822|1.41352565618375|0.206251519578398
209|"intra"|2006|"Philippines"|0|0|0|1|"Government"|0.0862561305444116|0.399573669202204|0.812807418743307|-0.757468766104017
209|"intra"|2007|"Philippines"|0|0|0|1|"Government"|0.380798317552645|0.37122301714207|1.06746299522548|-0.382651563556461
209|"intra"|2008|"Philippines"|0|0|0|1|"Government"|0.0292165191666729|0.446809743644815|0.837768084463779|-0.937360889359536
209|"intra"|2009|"Philippines"|0|0|0|1|"Government"|0.527040745222543|0.406092221645365|1.27099517316681|-0.35114328518325
209|"intra"|2010|"Philippines"|0|0|0|1|"Government"|0.865779984014479|0.386012125531757|1.57490295869461|0.0687807125678839
209|"intra"|2011|"Philippines"|0|0|0|1|"Government"|0.103531938175072|0.756302651936151|1.39159660581296|-1.52571703190746
209|"intra"|2012|"Philippines"|0|0|0|1|"Government"|0.0986981110551308|0.771859792395903|1.37426764770393|-1.61863091839004
209|"intra"|2013|"Philippines"|NA|0|0|1|"Government"|0.150812176992592|0.791144481880575|1.49423476104163|-1.58881712638431
209|"intra"|2014|"Philippines"|0|0|0|1|"Government"|0.0812706677977608|0.768842340402728|1.40989523164355|-1.67396634510886
209|"intra"|2015|"Philippines"|0|0|0|1|"Government"|0.00896264361279002|0.784851463447396|1.30027596158632|-1.72224542870799
209|"intra"|1989|"Philippines"|0|0|0|3|"Rebels"|-0.282497563555654|0.830948450126494|1.18645606384959|-1.96887890063601
209|"intra"|1990|"Philippines"|0|0|0|3|"Rebels"|-0.0140732260711745|0.766332605692868|1.27106034341233|-1.7117739085082
209|"intra"|1991|"Philippines"|0|0|0|3|"Rebels"|0.0517956408498361|0.773761278647268|1.36563412098408|-1.65356841551343
209|"intra"|1992|"Philippines"|0|0|0|3|"Rebels"|0.110820330244868|0.729171006539123|1.37719498707627|-1.49553753076593
209|"intra"|1993|"Philippines"|0|0|0|3|"Rebels"|0.167453738199869|0.749668653778894|1.40957849043706|-1.46644212446362
209|"intra"|1994|"Philippines"|0|NA|0|3|"Rebels"|0.134928720001008|0.794720125774652|1.51110972950948|-1.5791773214704
209|"intra"|1995|"Philippines"|0|NA|0|3|"Rebels"|0.0695892494961363|0.782681400469836|1.441114648022|-1.5662167900686
209|"intra"|1997|"Philippines"|0|NA|0|3|"Rebels"|-0.240225577834592|0.845922533882979|1.24578561704375|-2.05790164941246
209|"intra"|1999|"Philippines"|0|NA|0|3|"Rebels"|-0.262025414305602|0.86925151093753|1.27716042707601|-2.07888423224495
209|"intra"|2000|"Philippines"|0|NA|0|3|"Rebels"|0.020778075435529|0.773249810223378|1.35493525984439|-1.69977434075548
209|"intra"|2001|"Philippines"|0|NA|0|3|"Rebels"|0.0908839180206642|0.789781825186|1.43211127031388|-1.6169131624107
209|"intra"|2002|"Philippines"|0|NA|0|3|"Rebels"|0.140339329781996|0.761356377542038|1.46526429173606|-1.46133301037961
209|"intra"|2003|"Philippines"|0|NA|0|3|"Rebels"|0.237227829402826|0.764661895578409|1.55153159694617|-1.40803386840864
209|"intra"|2004|"Philippines"|0|NA|0|3|"Rebels"|0.125983882725493|0.77550993171695|1.46720663123917|-1.55754773643969
209|"intra"|2005|"Philippines"|0|NA|0|3|"Rebels"|0.0822517260569127|0.774786915710895|1.42277457763387|-1.62169239352419
209|"intra"|2006|"Philippines"|0|0|0|3|"Rebels"|0.200591678261665|0.742175565465366|1.46015978724394|-1.44865658506835
209|"intra"|2007|"Philippines"|0|0|0|3|"Rebels"|0.167592165014851|0.736230476398599|1.37384014519707|-1.46720260524509
209|"intra"|2008|"Philippines"|0|0|0|3|"Rebels"|0.182990631117161|0.724829649568432|1.4362506232132|-1.40325552839031
209|"intra"|2009|"Philippines"|0|0|0|3|"Rebels"|0.235382961320574|0.709556193377828|1.44528118315642|-1.3160455673351
209|"intra"|2010|"Philippines"|0|0|0|3|"Rebels"|0.190292705921844|0.718586898456777|1.40271905528836|-1.36878992458832
209|"intra"|2011|"Philippines"|0|0|0|3|"Rebels"|0.101749971829542|0.747730733239811|1.37902560901308|-1.55295794601267
209|"intra"|2012|"Philippines"|0|0|0|3|"Rebels"|0.119244862157239|0.744712433546832|1.36508198900344|-1.52493761200233
209|"intra"|2013|"Philippines"|NA|0|0|3|"Rebels"|0.146366987831991|0.786588132716734|1.51300196645051|-1.49307328549704
