"conflictid_new"|"year"|"conflictid_old"|"actor"|"actorid"|"actorid_new"|"actor_type"|"incomp"|"region"|"gwnoloc"|"gwnoloc2"|"gwnoloc3"|"gwnoloc4"|"conflictyear"|"interm"|"postc"|"state_prev"|"ai_prev"|"hrw_prev"|"form"|"country"|"conflict_type"|"conflict_name"|"actor_country"|"conflict_country"
205|1989|6|"Iran"|630|114|1|1|2|630|0|0|0|0|1|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1989|6|"KDPI"|1005|164|3|1|2|630|0|0|0|0|1|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1990|6|"Iran"|630|114|1|1|2|630|0|0|0|1|0|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1990|6|"KDPI"|1005|164|3|1|2|630|0|0|0|1|0|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1991|6|"Iran"|630|114|1|1|2|630|0|0|0|0|1|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1991|6|"KDPI"|1005|164|3|1|2|630|0|0|0|0|1|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1992|6|"Iran"|630|114|1|1|2|630|0|0|0|0|1|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1992|6|"KDPI"|1005|164|3|1|2|630|0|0|0|0|1|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1993|6|"Iran"|630|114|1|1|2|630|0|0|0|1|0|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1993|6|"KDPI"|1005|164|3|1|2|630|0|0|0|1|0|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1994|6|"Iran"|630|114|1|1|2|630|0|0|0|0|1|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1994|6|"KDPI"|1005|164|3|1|2|630|0|0|0|0|1|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1995|6|"Iran"|630|114|1|1|2|630|0|0|0|0|1|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1995|6|"KDPI"|1005|164|3|1|2|630|0|0|0|0|1|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1996|6|"Iran"|630|114|1|1|2|630|0|0|0|1|0|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1996|6|"KDPI"|1005|164|3|1|2|630|0|0|0|1|0|0|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1997|6|"Iran"|630|114|1|1|2|630|0|0|0|0|0|1|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1997|6|"KDPI"|1005|164|3|1|2|630|0|0|0|0|0|1|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1998|6|"Iran"|630|114|1|1|2|630|0|0|0|0|0|1|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1998|6|"KDPI"|1005|164|3|1|2|630|0|0|0|0|0|1|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1999|6|"Iran"|630|114|1|1|2|630|0|0|0|0|0|1|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|1999|6|"KDPI"|1005|164|3|1|2|630|0|0|0|0|0|1|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|2000|6|"Iran"|630|114|1|1|2|630|0|0|0|0|0|1|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|2000|6|"KDPI"|1005|164|3|1|2|630|0|0|0|0|0|1|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|2001|6|"Iran"|630|114|1|1|2|630|0|0|0|0|0|1|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
205|2001|6|"KDPI"|1005|164|3|1|2|630|0|0|0|0|0|1|0|0|0|"-99"|"Iran"|"intra"|"Iran"|"Iran, Islamic Rep."|"Iran, Islamic Rep."
209|1989|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|1|0|"1, 6, 7"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1989|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1989|10|"Military Faction (forces of Honasan, Abenina & Zumel)"|1011|170|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1990|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|1|0|"1, 7"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1990|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1990|10|"Military Faction (forces of Honasan, Abenina & Zumel)"|1011|170|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1991|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1991|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1991|10|"Military Faction (forces of Honasan, Abenina & Zumel)"|1011|170|3|2|3|840|0|0|0|0|0|1|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1992|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1992|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1992|10|"Military Faction (forces of Honasan, Abenina & Zumel)"|1011|170|3|2|3|840|0|0|0|0|0|1|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1993|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1993|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1993|10|"Military Faction (forces of Honasan, Abenina & Zumel)"|1011|170|3|2|3|840|0|0|0|0|0|1|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1994|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1994|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1994|10|"Military Faction (forces of Honasan, Abenina & Zumel)"|1011|170|3|2|3|840|0|0|0|0|0|1|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1995|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1995|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1995|10|"Military Faction (forces of Honasan, Abenina & Zumel)"|1011|170|3|2|3|840|0|0|0|0|0|1|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1996|10|"Philippines"|840|154|1|2|3|840|0|0|0|0|1|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1996|10|"CPP"|1010|169|3|2|3|840|0|0|0|0|1|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1997|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1997|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1998|10|"Philippines"|840|154|1|2|3|840|0|0|0|0|1|0|1|0|NA|"1"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1998|10|"CPP"|1010|169|3|2|3|840|0|0|0|0|1|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1999|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|1999|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2000|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2000|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2001|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2001|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2002|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2002|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2003|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2003|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2004|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2004|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2005|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|1|NA|"7"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2005|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|NA|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2006|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2006|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2007|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2007|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2008|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2008|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2009|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2009|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2010|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2010|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2011|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2011|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2012|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2012|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2013|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|NA|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2013|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|NA|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2014|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2014|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2015|10|"Philippines"|840|154|1|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
209|2015|10|"CPP"|1010|169|3|2|3|840|0|0|0|1|0|0|0|0|0|"-99"|"Philippines"|"intra"|"Philippines"|"Philippines"|"Philippines"
218|1989|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|NA|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|1989|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|NA|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|1990|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|NA|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|1990|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|NA|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|1991|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|1991|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|1992|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|1992|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|1993|20|"India"|750|141|1|1|3|750|770|0|0|0|1|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|1993|20|"Pakistan"|770|142|1|1|3|750|770|0|0|0|1|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|1994|20|"India"|750|141|1|1|3|750|770|0|0|0|1|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|1994|20|"Pakistan"|770|142|1|1|3|750|770|0|0|0|1|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|1995|20|"India"|750|141|1|1|3|750|770|0|0|0|1|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|1995|20|"Pakistan"|770|142|1|1|3|750|770|0|0|0|1|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|1996|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|1996|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|1997|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|1997|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|1998|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|1998|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|1999|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|1999|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|2000|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|2000|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|2001|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|2001|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|2002|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|2002|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|2003|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|NA|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|2003|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|NA|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|2004|20|"India"|750|141|1|1|3|750|770|0|0|0|0|1|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|2004|20|"Pakistan"|770|142|1|1|3|750|770|0|0|0|0|1|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|2005|20|"India"|750|141|1|1|3|750|770|0|0|0|0|1|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|2005|20|"Pakistan"|770|142|1|1|3|750|770|0|0|0|0|1|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|2006|20|"India"|750|141|1|1|3|750|770|0|0|0|0|1|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|2006|20|"Pakistan"|770|142|1|1|3|750|770|0|0|0|0|1|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|2007|20|"India"|750|141|1|1|3|750|770|0|0|0|0|1|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|2007|20|"Pakistan"|770|142|1|1|3|750|770|0|0|0|0|1|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|2008|20|"India"|750|141|1|1|3|750|770|0|0|0|0|1|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|2008|20|"Pakistan"|770|142|1|1|3|750|770|0|0|0|0|1|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|2014|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|2014|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
218|2015|20|"India"|750|141|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"India"|"India"
218|2015|20|"Pakistan"|770|142|1|1|3|750|770|0|0|1|0|0|0|0|0|"-99"|"India, Pakistan"|"inter"|"India, Pakistan"|"Pakistan"|"India"
220|1989|22|"Paraguay"|150|24|1|2|5|150|0|0|0|1|0|0|0|0|NA|"-99"|"Paraguay"|"intra"|"Paraguay"|"Paraguay"|"Paraguay"
220|1989|22|"Military Faction (forces of Andres Rodriguez)"|1585|724|3|2|5|150|0|0|0|1|0|0|0|0|NA|"-99"|"Paraguay"|"intra"|"Paraguay"|"Paraguay"|"Paraguay"
220|1990|22|"Paraguay"|150|24|1|2|5|150|0|0|0|0|0|1|0|0|NA|"-99"|"Paraguay"|"intra"|"Paraguay"|"Paraguay"|"Paraguay"
220|1990|22|"Military Faction (forces of Andres Rodriguez)"|1585|724|3|2|5|150|0|0|0|0|0|1|0|0|NA|"-99"|"Paraguay"|"intra"|"Paraguay"|"Paraguay"|"Paraguay"
220|1991|22|"Paraguay"|150|24|1|2|5|150|0|0|0|0|0|1|0|0|0|"-99"|"Paraguay"|"intra"|"Paraguay"|"Paraguay"|"Paraguay"
220|1991|22|"Military Faction (forces of Andres Rodriguez)"|1585|724|3|2|5|150|0|0|0|0|0|1|0|0|0|"-99"|"Paraguay"|"intra"|"Paraguay"|"Paraguay"|"Paraguay"
220|1992|22|"Paraguay"|150|24|1|2|5|150|0|0|0|0|0|1|0|0|NA|"-99"|"Paraguay"|"intra"|"Paraguay"|"Paraguay"|"Paraguay"
220|1992|22|"Military Faction (forces of Andres Rodriguez)"|1585|724|3|2|5|150|0|0|0|0|0|1|0|0|NA|"-99"|"Paraguay"|"intra"|"Paraguay"|"Paraguay"|"Paraguay"
220|1993|22|"Paraguay"|150|24|1|2|5|150|0|0|0|0|0|1|0|0|NA|"-99"|"Paraguay"|"intra"|"Paraguay"|"Paraguay"|"Paraguay"
220|1993|22|"Military Faction (forces of Andres Rodriguez)"|1585|724|3|2|5|150|0|0|0|0|0|1|0|0|NA|"-99"|"Paraguay"|"intra"|"Paraguay"|"Paraguay"|"Paraguay"
220|1994|22|"Paraguay"|150|24|1|2|5|150|0|0|0|0|0|1|0|0|NA|"-99"|"Paraguay"|"intra"|"Paraguay"|"Paraguay"|"Paraguay"
220|1994|22|"Military Faction (forces of Andres Rodriguez)"|1585|724|3|2|5|150|0|0|0|0|0|1|0|0|NA|"-99"|"Paraguay"|"intra"|"Paraguay"|"Paraguay"|"Paraguay"
221|1989|23|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1989|23|"KNU"|1021|180|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1990|23|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1990|23|"KNU"|1021|180|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1991|23|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1991|23|"KNU"|1021|180|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1992|23|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|1|0|"1"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1992|23|"KNU"|1021|180|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1993|23|"Myanmar"|775|144|1|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1993|23|"KNU"|1021|180|3|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1994|23|"Myanmar"|775|144|1|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1994|23|"KNU"|1021|180|3|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1995|23|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1995|23|"KNU"|1021|180|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1996|23|"Myanmar"|775|144|1|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
221|1996|23|"KNU"|1021|180|3|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"|"Myanmar"|"Myanmar"|"Myanmar"
