"year"|"conflictid_new"|"actor"|"conflict_type"|"conflict_country"|"ai_prev"|"hrw_prev"|"state_prev"|"actor_type"|"theta_static"|"theta_sd_static"|"theta_upper_static"|"theta_low_static"|"theta_dynamic"|"theta_sd_dynamic"|"theta_upper_dynamic"|"theta_low_dynamic"|"max_prev"|"lag_ai_prev"|"lag_hrw_prev"|"lag_state_prev"|"lag_max_prev"|"lag_theta_static"|"lag_theta_sd_static"|"lag_theta_dynamic"|"lag_theta_sd_dynamic"
1989|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.407925430006415|0.766724967779229|0.895846375936386|-2.00622805034413|-0.284607703729527|0.825724005174195|1.16595236695257|-2.04484820473024|0|NA|NA|NA|NA|NA|NA|NA|NA
1990|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.400787687455246|0.764384600836107|0.935880094301353|-2.03874539202312|-0.0330413812407695|0.779925146366572|1.29512147187537|-1.74079826037214|0|0|0|0|0|-0.407925430006415|0.766724967779229|-0.284607703729527|0.825724005174195
1991|234|"Government"|"intra"|"Israel"|1|0|0|1|0.662290857264438|0.517957691427066|1.5416193212871|-0.46274310666346|1.04040690898588|0.504002244235183|1.93471174135157|-0.0684966382717108|1|0|0|0|0|-0.400787687455246|0.764384600836107|-0.0330413812407695|0.779925146366572
1992|234|"Government"|"intra"|"Israel"|0|1|0|1|0.694543614544821|0.511317472738945|1.60542646817065|-0.439330785579285|1.09447476530645|0.496300371334136|1.96735164440144|0.0232814805683417|1|1|0|0|1|0.662290857264438|0.517957691427066|1.04040690898588|0.504002244235183
1993|234|"Government"|"intra"|"Israel"|1|1|0|1|1.18987901885613|0.394047533099964|1.93333482811564|0.401350803422003|1.58391988952588|0.407566135321795|2.36918654325305|0.743061366995658|1|0|1|0|1|0.694543614544821|0.511317472738945|1.09447476530645|0.496300371334136
1994|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.407133571124748|0.755359263822677|0.903019297994168|-2.01398353334161|0.0888146245969255|0.735840285289463|1.35937342861183|-1.5102452846162|0|1|1|0|1|1.18987901885613|0.394047533099964|1.58391988952588|0.407566135321795
1995|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.423253717988905|0.786275069491958|0.913590246469985|-2.03663057585295|0.0352347700803292|0.751588209441893|1.30482169244063|-1.6141580950264|0|0|0|0|0|-0.407133571124748|0.755359263822677|0.0888146245969255|0.735840285289463
1996|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.414253927458562|0.77299624729516|0.893417924179026|-2.03577899450476|0.216323784621293|0.714561235997338|1.40772244317211|-1.38385576769497|0|0|0|0|0|-0.423253717988905|0.786275069491958|0.0352347700803292|0.751588209441893
2000|234|"Government"|"intra"|"Israel"|1|0|0|1|0.648835695855965|0.528909912741557|1.56839891274127|-0.544888657691417|0.914042586739425|0.545723717449106|1.83775186265828|-0.334141095083295|1|0|0|0|0|-0.301019908634657|0.808983987357483|0.0745395577965076|0.772078183920986
2001|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.417082175146205|0.786954901330044|0.898518178065213|-2.11769731185907|-0.0314696343686611|0.793604669147781|1.33414093668379|-1.6976751496648|0|1|0|0|1|0.648835695855965|0.528909912741557|0.914042586739425|0.545723717449106
2002|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.419084212350583|0.80765458760738|0.973539879693815|-2.12976176994609|0.0684956423258373|0.754246502272937|1.35121813207948|-1.60793065374885|0|0|0|0|0|-0.417082175146205|0.786954901330044|-0.0314696343686611|0.793604669147781
2003|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.368237909426572|0.780884330326481|1.00588490124892|-2.03237340060851|0.125471437327345|0.769914475091419|1.44760479613042|-1.55617826136951|0|0|0|0|0|-0.419084212350583|0.80765458760738|0.0684956423258373|0.754246502272937
2004|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.417386156554843|0.790079555864709|0.943176451446739|-2.11208845430426|0.173527867692859|0.73819985799931|1.4090380876432|-1.46689825428174|0|0|0|0|0|-0.368237909426572|0.780884330326481|0.125471437327345|0.769914475091419
2005|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.418890862677723|0.773057171879002|0.895484531211696|-2.10030680476927|0.074058537808|0.769461502902466|1.35560264982715|-1.59567485725927|0|0|0|0|0|-0.417386156554843|0.790079555864709|0.173527867692859|0.73819985799931
2006|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.404000417384626|0.79752919305471|0.965177129092302|-2.1188716765399|0.0287978062512312|0.761936642061589|1.32760598522758|-1.58253061651397|0|0|0|0|0|-0.418890862677723|0.773057171879002|0.074058537808|0.769461502902466
2007|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.414262233252467|0.781050313933564|0.953311233220915|-2.07881057620285|0.192140094873434|0.756798691334395|1.45212053605649|-1.49557069249221|0|0|0|0|0|-0.404000417384626|0.79752919305471|0.0287978062512312|0.761936642061589
2008|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.403691847264291|0.774794662532083|0.935247905222381|-2.08544384277621|0.175818436083147|0.737881224620653|1.38705848298645|-1.45770204116287|0|0|0|0|0|-0.414262233252467|0.781050313933564|0.192140094873434|0.756798691334395
2009|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.40357155857285|0.775953068630337|0.94204299287295|-2.10730466932791|0.180695398441705|0.726517986632658|1.42642343129316|-1.44104241449947|0|0|0|0|0|-0.403691847264291|0.774794662532083|0.175818436083147|0.737881224620653
2010|234|"Government"|"intra"|"Israel"|1|0|2|1|1.24792027072798|0.419353270303743|2.02486549519318|0.395967061777095|1.68448340775488|0.420167720039006|2.50607499021688|0.826484365224128|2|0|0|0|0|-0.40357155857285|0.775953068630337|0.180695398441705|0.726517986632658
2011|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.414122475995576|0.769877453894753|0.932366436710138|-2.05437870439564|0.173856533215959|0.740104494093638|1.3843869302599|-1.47769930498216|0|1|0|2|2|1.24792027072798|0.419353270303743|1.68448340775488|0.420167720039006
2012|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.43248172699301|0.804141668051684|0.937781174481558|-2.13658543755487|0.104757369930153|0.75324748244068|1.33912367419355|-1.482633036361|0|0|0|0|0|-0.414122475995576|0.769877453894753|0.173856533215959|0.740104494093638
2014|234|"Government"|"intra"|"Israel"|0|0|0|1|-0.410508736091967|0.775046743872242|0.881187612118042|-2.09239518834756|-0.284690522736132|0.832183858046982|1.16190823838591|-2.04396549700998|0|NA|0|1|1|0.903287078788771|0.546379738530766|1.16623640393749|0.526092216743681
1989|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.415960006534622|0.77465465585842|0.940368397912333|-2.07728060231824|-0.294963223962692|0.852272547638149|1.18930773565979|-2.0858301579672|0|NA|NA|NA|NA|NA|NA|NA|NA
1990|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.421235613871797|0.78030787992428|0.898736544585951|-2.09201492482191|-0.0383845039522073|0.781216221806763|1.26867147620794|-1.74156135992627|0|0|0|0|0|-0.415960006534622|0.77465465585842|-0.294963223962692|0.852272547638149
1991|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.41801487227946|0.764822454836212|0.868652846508105|-2.06795923655151|0.0646769594389066|0.76221753492135|1.33326742467831|-1.60322900616164|0|0|0|0|0|-0.421235613871797|0.78030787992428|-0.0383845039522073|0.781216221806763
1992|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.425432761401779|0.768507286860571|0.921753970212552|-2.05129690317774|0.0910944085610619|0.753060318554482|1.36039066170225|-1.5855641276286|0|0|0|0|0|-0.41801487227946|0.764822454836212|0.0646769594389066|0.76221753492135
1993|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.421639037204574|0.783556896098588|0.918932028311547|-2.08554667698063|0.172690305214608|0.727413259485738|1.38323874653191|-1.44052507846453|0|0|0|0|0|-0.425432761401779|0.768507286860571|0.0910944085610619|0.753060318554482
1994|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.422974201530939|0.781036464809938|0.948983517150979|-2.09056222227079|0.0952210004760879|0.747862769685822|1.37159776955053|-1.52337254175763|0|0|0|0|0|-0.421639037204574|0.783556896098588|0.172690305214608|0.727413259485738
1995|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.432771470815076|0.783892216554847|0.897212147543644|-2.08744701627766|0.041292250834929|0.742637381881378|1.29374804888244|-1.59236500363363|0|0|0|0|0|-0.422974201530939|0.781036464809938|0.0952210004760879|0.747862769685822
1996|234|"Rebels"|"intra"|"Israel"|0|0|1|3|0.533800205769939|0.5245848890598|1.4273248606212|-0.653989376864984|1.01489849857026|0.500858494981723|1.90397358156962|-0.101232380285572|1|0|0|0|0|-0.432771470815076|0.783892216554847|0.041292250834929|0.742637381881378
2000|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.415636468489916|0.779033598382888|0.897363742123796|-2.04781421854827|-0.291051314286364|0.84021412535716|1.14508634475138|-2.02504740245439|0|0|0|0|0|-0.323834533464623|0.815207175710313|0.0970370788715187|0.761471165777794
2001|234|"Rebels"|"intra"|"Israel"|1|0|0|3|0.655401997287281|0.508880121905592|1.55278752223213|-0.446802876540057|0.990841789991226|0.513271892739383|1.91978224604372|-0.121438383143413|1|0|0|0|0|-0.415636468489916|0.779033598382888|-0.291051314286364|0.84021412535716
2002|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.438062649930541|0.789165356476594|0.921071939571468|-2.17021343359284|0.068988618680593|0.754845000963767|1.32191334136617|-1.52864297073513|0|1|0|0|1|0.655401997287281|0.508880121905592|0.990841789991226|0.513271892739383
2003|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.36267877426006|0.797590310222393|0.998401460122685|-2.07535284089016|0.151645139470513|0.755520047332343|1.45737564874356|-1.4524048382904|0|0|0|0|0|-0.438062649930541|0.789165356476594|0.068988618680593|0.754845000963767
2004|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.414906748618256|0.782003156644301|0.896678214953128|-2.13000537785343|0.183213490212159|0.745085159644349|1.41111830491764|-1.50026777685511|0|0|0|0|0|-0.36267877426006|0.797590310222393|0.151645139470513|0.755520047332343
2005|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.417742272437132|0.791949009123008|0.939368397642982|-2.15697421253875|0.093637756457459|0.715512683623349|1.29957172157748|-1.40763569372528|0|0|0|0|0|-0.414906748618256|0.782003156644301|0.183213490212159|0.745085159644349
2006|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.418200188772375|0.782505223937313|0.926332253837496|-2.08318629398405|0.0344712851650408|0.777455243076038|1.3463755231391|-1.70804184322666|0|0|0|0|0|-0.417742272437132|0.791949009123008|0.093637756457459|0.715512683623349
2007|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.422627450837981|0.781037637391851|0.947426465497997|-2.05910580705843|0.19404919244827|0.735872370549227|1.38838372610398|-1.44476295693314|0|0|0|0|0|-0.418200188772375|0.782505223937313|0.0344712851650408|0.777455243076038
2008|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.43413417358691|0.807113083198579|0.951958292291132|-2.12259423444332|0.183240213789433|0.719858608886711|1.38367982749002|-1.45073512295089|0|0|0|0|0|-0.422627450837981|0.781037637391851|0.19404919244827|0.735872370549227
2009|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.426197880258693|0.80313838062766|0.976262364323204|-2.20227573870298|0.182147846908996|0.738900197811672|1.40442115746599|-1.44193596018296|0|0|0|0|0|-0.43413417358691|0.807113083198579|0.183240213789433|0.719858608886711
2010|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.413084462157967|0.775793837165331|0.920394850064981|-2.10564880039431|0.248022991380899|0.720391896796336|1.45650548864346|-1.32170778978324|0|0|0|0|0|-0.426197880258693|0.80313838062766|0.182147846908996|0.738900197811672
2011|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.42291153619466|0.810108807979769|0.932750326471781|-2.19560550570033|0.180986488228703|0.729721619386811|1.40959458211298|-1.4462850734764|0|0|0|0|0|-0.413084462157967|0.775793837165331|0.248022991380899|0.720391896796336
2012|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.422163554249292|0.78172644969265|0.925957270644251|-2.1248571535182|0.0970485689260395|0.763706114591456|1.40331568184766|-1.58795537283189|0|0|0|0|0|-0.42291153619466|0.810108807979769|0.180986488228703|0.729721619386811
2014|234|"Rebels"|"intra"|"Israel"|0|0|0|3|-0.42575999854287|0.793775800661792|0.95487083090199|-2.12985086981548|-0.279634450716916|0.824229789429085|1.17883751343276|-1.99894801471529|0|NA|0|0|0|-0.290537595721821|0.849517689231607|0.0821660348706923|0.811886296660267
1992|251|"Government"|"intra"|"India"|0|0|0|1|-0.43852244571154|0.79129973138393|0.896378456136526|-2.18004963703542|-0.307313498091278|0.857755273187289|1.18042836491129|-2.110898727828|0|NA|NA|NA|NA|NA|NA|NA|NA
1993|251|"Government"|"intra"|"India"|0|0|0|1|-0.419874323388793|0.798443291383288|0.945119537296427|-2.17071278910645|-0.038513562470748|0.779623433663874|1.27687421585763|-1.72801592861604|0|0|0|0|0|-0.43852244571154|0.79129973138393|-0.307313498091278|0.857755273187289
1994|251|"Government"|"intra"|"India"|1|0|0|1|0.650956443143054|0.512954369576875|1.53247029839498|-0.449603849454917|1.03465560037678|0.50298587375274|1.92278653044279|-0.0953506833977934|1|0|0|0|0|-0.419874323388793|0.798443291383288|-0.038513562470748|0.779623433663874
1995|251|"Government"|"intra"|"India"|0|0|0|1|-0.404576833762305|0.786467954840788|0.924640576947033|-2.10671642877267|0.112161349546442|0.741171725190705|1.37274993803093|-1.53819327438923|0|1|0|0|1|0.650956443143054|0.512954369576875|1.03465560037678|0.50298587375274
1996|251|"Government"|"intra"|"India"|0|0|0|1|-0.421115724920504|0.784005639861493|0.927999780932531|-2.08670244788944|0.173635605487965|0.708614357091002|1.35508424491237|-1.4040869594701|0|0|0|0|0|-0.404576833762305|0.786467954840788|0.112161349546442|0.741171725190705
1997|251|"Government"|"intra"|"India"|0|0|1|1|0.527481602839168|0.540860232534386|1.46302312420308|-0.685524260027452|0.942211636756542|0.528894762949969|1.85546538512882|-0.200464674458543|1|0|0|0|0|-0.421115724920504|0.784005639861493|0.173635605487965|0.708614357091002
2000|251|"Government"|"intra"|"India"|0|0|0|1|-0.411159273788048|0.776012787528769|0.941287652176079|-2.09438900605398|-0.288555998182169|0.832939228291747|1.15089773961234|-2.03912596078143|0|0|0|0|0|-0.309397630483913|0.815094500489822|-0.0429019399109852|0.780117977065885
1992|251|"Rebels"|"intra"|"India"|0|0|0|3|-0.409521721671308|0.78048379426257|0.947251473493841|-2.13415854613493|-0.289861525741238|0.839727184580014|1.17931129793384|-2.04121601472756|0|NA|NA|NA|NA|NA|NA|NA|NA
1993|251|"Rebels"|"intra"|"India"|0|0|0|3|-0.416039866466557|0.766406625614719|0.899400023101343|-2.04079717890683|-0.0171099594954857|0.753273462805535|1.27484893870961|-1.62634063865789|0|0|0|0|0|-0.409521721671308|0.78048379426257|-0.289861525741238|0.839727184580014
1994|251|"Rebels"|"intra"|"India"|0|0|0|3|-0.410572933733651|0.781557095129755|0.940735370659417|-2.02820117633248|0.0587356364042566|0.753524652282704|1.32200506999521|-1.57936292766881|0|0|0|0|0|-0.416039866466557|0.766406625614719|-0.0171099594954857|0.753273462805535
1995|251|"Rebels"|"intra"|"India"|0|0|0|3|-0.41932176472866|0.788509043465442|0.949298709509301|-2.08675098654482|0.0835057532667203|0.747337176023517|1.35561143390418|-1.5084921555218|0|0|0|0|0|-0.410572933733651|0.781557095129755|0.0587356364042566|0.753524652282704
1996|251|"Rebels"|"intra"|"India"|0|0|0|3|-0.416779364774885|0.796551370133508|0.954629052655893|-2.1174061355435|0.162253382694195|0.746261825991797|1.42446825703302|-1.52804908163953|0|0|0|0|0|-0.41932176472866|0.788509043465442|0.0835057532667203|0.747337176023517
1997|251|"Rebels"|"intra"|"India"|0|0|0|3|-0.435022005643433|0.779789811822366|0.926374671371522|-2.10709971546169|0.0864650324547046|0.743318126606172|1.35394437198302|-1.52854489358889|0|0|0|0|0|-0.416779364774885|0.796551370133508|0.162253382694195|0.746261825991797
2000|251|"Rebels"|"intra"|"India"|0|0|0|3|-0.416747671278338|0.784026417167491|0.916891335755378|-2.11449716976854|-0.274349240737838|0.794349613763039|1.11993396345524|-1.99924592504591|0|0|0|0|0|-0.333120660270134|0.820681302912216|-0.0644358867160791|0.802686274792302
1992|253|"Government"|"intra"|"Myanmar"|0|0|0|1|-0.416828686270953|0.78416475701577|0.926539997742486|-2.10380462614042|-0.282353364631441|0.847853661404196|1.17487840376212|-2.12814448287216|0|0|0|0|0|-0.339504500231986|0.827011196000486|-0.173810342999011|0.826339880062836
1996|253|"Government"|"intra"|"Myanmar"|0|0|0|1|-0.405665944487228|0.750523981868225|0.901230094676788|-2.01220838049383|-0.298837496822005|0.8564704115358|1.18943190603496|-2.08880211498852|0|0|0|0|0|-0.327029914100815|0.810914379294942|-0.106277280963979|0.812659258340898
2005|253|"Government"|"intra"|"Myanmar"|0|0|0|1|-0.419834171933075|0.799457388690071|0.946969928343013|-2.15705241963216|-0.288435457469992|0.818105227872698|1.16828741507707|-2.01729444718669|0|NA|NA|NA|NA|NA|NA|NA|NA
1992|253|"Rebels"|"intra"|"Myanmar"|0|0|0|3|-0.447742681337681|0.800780236315689|0.903086550693375|-2.10613454522602|-0.289194535475521|0.822965256782073|1.14650373068277|-2.00137975659071|0|0|0|0|0|-0.328996742607976|0.821620606785299|-0.177922230221056|0.812440704315027
1996|253|"Rebels"|"intra"|"Myanmar"|0|0|0|3|-0.412923756457819|0.770533350700075|0.918753307408123|-2.03906539432996|-0.28523795518099|0.844123978528716|1.16064873342849|-2.11084325661206|0|0|0|0|0|-0.329202696418718|0.813100167097042|-0.103035871031852|0.79341280476263
2005|253|"Rebels"|"intra"|"Myanmar"|0|0|0|3|-0.422374656554236|0.790426081219451|0.902429172353356|-2.17286515451858|-0.301205072091395|0.846822354662344|1.16341598173187|-2.08929159488693|0|NA|NA|NA|NA|NA|NA|NA|NA
1991|259|"Government"|"intra"|"Iraq"|0|0|0|1|-0.424194339804435|0.789135078132406|0.932837270208786|-2.14642316903564|-0.285103425311992|0.843317214070526|1.16938300173194|-2.03106036745046|0|0|0|0|0|-0.30914150503944|0.814498120228076|-0.15925018982991|0.84074536365937
1992|259|"Government"|"intra"|"Iraq"|0|0|0|1|-0.421729344577937|0.772577974304851|0.928088084885|-2.06832932272322|-0.0266648796652539|0.7715799869342|1.28613110957909|-1.735942573778|0|0|0|0|0|-0.424194339804435|0.789135078132406|-0.285103425311992|0.843317214070526
1993|259|"Government"|"intra"|"Iraq"|0|0|0|1|-0.42965431118726|0.788922678670828|0.892635605142854|-2.10756441481777|0.0684977608218392|0.775975000418781|1.35909731795483|-1.62623566718426|0|0|0|0|0|-0.421729344577937|0.772577974304851|-0.0266648796652539|0.7715799869342
1994|259|"Government"|"intra"|"Iraq"|0|0|0|1|-0.43269797004426|0.777845669517529|0.892908990083583|-2.08016512321407|0.113764191049179|0.753545631973521|1.40742006748495|-1.56439056215519|0|0|0|0|0|-0.42965431118726|0.788922678670828|0.0684977608218392|0.775975000418781
1995|259|"Government"|"intra"|"Iraq"|0|0|0|1|-0.410135952463363|0.77792182871956|0.932778834931281|-2.09500638058669|0.168278729206877|0.742597495935564|1.42601906027296|-1.50053540306447|0|0|0|0|0|-0.43269797004426|0.777845669517529|0.113764191049179|0.753545631973521
1996|259|"Government"|"intra"|"Iraq"|0|0|0|1|-0.413089898853289|0.760061962411459|0.892606824293483|-2.03431516104909|0.0887167305599211|0.759384016533657|1.35645193861592|-1.57810005402308|0|0|0|0|0|-0.410135952463363|0.77792182871956|0.168278729206877|0.742597495935564
2004|259|"Government"|"intra"|"Iraq"|0|0|1|1|0.517896217893|0.530081416782345|1.46722540030518|-0.63999510516571|0.8196862084801|0.547983825228082|1.7546703444511|-0.452645422159373|1|NA|NA|NA|NA|NA|NA|NA|NA
2005|259|"Government"|"intra"|"Iraq"|0|0|0|1|-0.430873703611154|0.797510152822658|0.918965090630412|-2.12470908170383|-0.0466507283724146|0.794445422133473|1.30549230968397|-1.73944295020338|0|0|0|1|1|0.517896217893|0.530081416782345|0.8196862084801|0.547983825228082
2006|259|"Government"|"intra"|"Iraq"|0|0|1|1|0.527987615797653|0.52290336495929|1.42843080700521|-0.610738805425797|0.938083434108753|0.51200600260851|1.8178048989998|-0.169941197022878|1|0|0|0|0|-0.430873703611154|0.797510152822658|-0.0466507283724146|0.794445422133473
2007|259|"Government"|"intra"|"Iraq"|0|1|2|1|1.27354539395004|0.410090275490793|2.03784247278445|0.429608123996415|1.66822868552569|0.413176801654366|2.45570754055788|0.833020964420095|2|0|0|1|1|0.527987615797653|0.52290336495929|0.938083434108753|0.51200600260851
2008|259|"Government"|"intra"|"Iraq"|0|0|2|1|0.695760899243382|0.538243255746944|1.66319576787189|-0.481189518618276|1.17662772469449|0.514773080211891|2.11655715513983|0.0694154662148794|2|0|1|2|2|1.27354539395004|0.410090275490793|1.66822868552569|0.413176801654366
2009|259|"Government"|"intra"|"Iraq"|0|1|0|1|0.691182644603414|0.507157214586512|1.56216906883701|-0.370814275122114|1.09324452974649|0.497090572872003|1.99564307617712|0.0429292221477503|1|0|0|2|2|0.695760899243382|0.538243255746944|1.17662772469449|0.514773080211891
2010|259|"Government"|"intra"|"Iraq"|1|2|2|1|1.8199544172476|0.357636004469687|2.48636936961846|1.06997510782645|2.17131687666054|0.387015401842454|2.95992508012729|1.42766716603745|2|0|1|0|1|0.691182644603414|0.507157214586512|1.09324452974649|0.497090572872003
2011|259|"Government"|"intra"|"Iraq"|2|1|2|1|1.83393357494803|0.360442236524094|2.53548691848303|1.11937937395152|2.21774866794146|0.381555482650849|2.98585624276277|1.48418001154108|2|1|2|2|2|1.8199544172476|0.357636004469687|2.17131687666054|0.387015401842454
2012|259|"Government"|"intra"|"Iraq"|0|1|2|1|1.27334059813919|0.417879043757237|2.03692430824729|0.408014942488251|1.69867115112621|0.395174787607413|2.47213258065706|0.907362855990578|2|2|1|2|2|1.83393357494803|0.360442236524094|2.21774866794146|0.381555482650849
2013|259|"Government"|"intra"|"Iraq"|0|1|2|1|1.2706500192548|0.401408636294977|2.04236659866299|0.444575587728652|1.70217914735962|0.421898800899987|2.50396174361239|0.831661651253663|2|0|1|2|2|1.27334059813919|0.417879043757237|1.69867115112621|0.395174787607413
2014|259|"Government"|"intra"|"Iraq"|1|2|2|1|1.81768028770344|0.378929176644014|2.53047718622645|1.04838501339926|2.22552166851344|0.380475564696751|2.99400537081612|1.49129253919738|2|0|1|2|2|1.2706500192548|0.401408636294977|1.70217914735962|0.421898800899987
2015|259|"Government"|"intra"|"Iraq"|0|0|3|1|0.752980965806168|0.574073428757019|1.76839913069841|-0.483211429939325|1.23042614610454|0.554129267254902|2.26055721164197|0.0128773278245111|3|1|2|2|2|1.81768028770344|0.378929176644014|2.22552166851344|0.380475564696751
1991|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.410883855390123|0.75518344107278|0.858556376831653|-2.00134928488783|-0.290504173371404|0.846121830208471|1.16846444181342|-2.03699681033102|0|0|0|0|0|-0.313145807285716|0.807771265108955|-0.162274043986637|0.833078684180499
1992|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.413401828322266|0.775146412868775|0.921871598183538|-2.05764532802959|-0.0199828377688344|0.737281416235388|1.23807386548887|-1.67894199871539|0|0|0|0|0|-0.410883855390123|0.75518344107278|-0.290504173371404|0.846121830208471
1993|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.415105977854811|0.796408929859258|0.93270899780397|-2.14229703046111|0.0636202095095489|0.750063314221465|1.35473589444356|-1.56326247681771|0|0|0|0|0|-0.413401828322266|0.775146412868775|-0.0199828377688344|0.737281416235388
1994|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.434508504316801|0.801195717422872|0.941581593369361|-2.1114421353314|0.0987197963452966|0.740742679245106|1.32165845324808|-1.5289717567452|0|0|0|0|0|-0.415105977854811|0.796408929859258|0.0636202095095489|0.750063314221465
1995|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.418525450357399|0.794299313444428|0.931020781302374|-2.10299958100506|0.169458824895516|0.743508182070388|1.43614997580457|-1.46212002856264|0|0|0|0|0|-0.434508504316801|0.801195717422872|0.0987197963452966|0.740742679245106
1996|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.427395033221261|0.779257315668088|0.917272663872217|-2.03865257080229|0.106472577361234|0.743303064741981|1.37500322833964|-1.44294685267238|0|0|0|0|0|-0.418525450357399|0.794299313444428|0.169458824895516|0.743508182070388
2004|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.427564698508079|0.790484502379762|0.923598907189752|-2.10994947844057|-0.282864544750215|0.849777940531501|1.20430135286355|-2.11036511912025|0|NA|NA|NA|NA|NA|NA|NA|NA
2005|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.41540613537556|0.785026560510333|0.912357855910101|-2.1170034256198|-0.0363553677383876|0.773130657774596|1.26237804122193|-1.70835124830707|0|0|0|0|0|-0.427564698508079|0.790484502379762|-0.282864544750215|0.849777940531501
2006|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.419461621524253|0.784834596811122|0.905627538970694|-2.07424384922561|0.052574259237848|0.762250151587296|1.33435548795568|-1.59006214160949|0|0|0|0|0|-0.41540613537556|0.785026560510333|-0.0363553677383876|0.773130657774596
2007|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.43782385118512|0.798416734379642|0.96974699169191|-2.15721754875412|0.107447230485988|0.755178743406589|1.36676747646177|-1.53058359376899|0|0|0|0|0|-0.419461621524253|0.784834596811122|0.052574259237848|0.762250151587296
2008|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.417876284061857|0.788864465963846|0.927843432138888|-2.0833318483849|0.1776344476982|0.743808188145729|1.4438688080005|-1.47286961856957|0|0|0|0|0|-0.43782385118512|0.798416734379642|0.107447230485988|0.755178743406589
2009|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.422965792262473|0.773924133185815|0.909697688600275|-2.07325847014006|0.0829305697578551|0.758613041421279|1.34277909343077|-1.58108251731622|0|0|0|0|0|-0.417876284061857|0.788864465963846|0.1776344476982|0.743808188145729
2010|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.415636887390789|0.789289728758706|0.93311768879626|-2.10724421337479|0.0309035185885736|0.753058852608031|1.32133231218063|-1.63941988399727|0|0|0|0|0|-0.422965792262473|0.773924133185815|0.0829305697578551|0.758613041421279
2011|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.427396872954405|0.770046330348041|0.87532591403553|-2.05303787982316|0.210335698309223|0.731651088060058|1.42015080427428|-1.41829227807385|0|0|0|0|0|-0.415636887390789|0.789289728758706|0.0309035185885736|0.753058852608031
2012|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.414603801579938|0.782729202058142|0.949298682617649|-2.05785257417959|0.177342919622518|0.742504430016527|1.41523488814896|-1.46281956092909|0|0|0|0|0|-0.427396872954405|0.770046330348041|0.210335698309223|0.731651088060058
2013|259|"Rebels"|"intra"|"Iraq"|0|0|0|3|-0.434762594558812|0.801926815141606|0.952223236651743|-2.1782830925224|0.193746427235518|0.728499681976751|1.41596688064829|-1.3751176436346|0|0|0|0|0|-0.414603801579938|0.782729202058142|0.177342919622518|0.742504430016527
